/scratch/sdlab/john/nucmer_regen/assembly.fasta	/scratch/sdlab/john/nucmer_regen/reference.fasta
NUCMER
IDY]	[S1]	[E1]	[COV	[S2]	[E2]	[LEN	1]
scaffold8_size5106655_pilon	1220910	1227023	chromosome_16	6654670	6648589	6114	6082
scaffold8_size5106655_pilon	1227128	1235202	chromosome_16	6648587	6640312	8075	8276
scaffold8_size5106655_pilon	1235232	1239285	chromosome_16	6639748	6635642	4054	4107
scaffold8_size5106655_pilon	1239420	1244554	chromosome_16	6635461	6630414	5135	5048
scaffold8_size5106655_pilon	1244714	1250658	chromosome_16	6630151	6624141	5945	6011
scaffold8_size5106655_pilon	1250945	1252322	chromosome_16	6623877	6622520	1378	1358
scaffold8_size5106655_pilon	1252396	1253294	chromosome_16	6622374	6621450	899	925
scaffold8_size5106655_pilon	1253365	1259459	chromosome_16	6621279	6615228	6095	6052
scaffold8_size5106655_pilon	1259684	1260262	chromosome_16	6614966	6614403	579	564
scaffold8_size5106655_pilon	1261219	1274182	chromosome_16	6612687	6599785	12964	12903
scaffold8_size5106655_pilon	1274177	1275808	chromosome_16	6599210	6597547	1632	1664
scaffold8_size5106655_pilon	1275934	1320415	chromosome_16	6597453	6553016	44482	44438
scaffold8_size5106655_pilon	1320508	1325071	chromosome_16	6553015	6548444	4564	4572
scaffold8_size5106655_pilon	1325061	1340021	chromosome_16	6547886	6532938	14961	14949
scaffold8_size5106655_pilon	1340012	1354193	chromosome_16	6521663	6507474	14182	14190
scaffold8_size5106655_pilon	1354319	1354511	chromosome_16	6507474	6507281	193	194
scaffold8_size5106655_pilon	1354511	1360431	chromosome_16	6507149	6501171	5921	5979
scaffold8_size5106655_pilon	1360433	1366975	chromosome_16	6501047	6494496	6543	6552
scaffold8_size5106655_pilon	1366990	1367825	chromosome_16	6494390	6493568	836	823
scaffold8_size5106655_pilon	1368868	1382019	chromosome_16	6493551	6480386	13152	13166
scaffold8_size5106655_pilon	1383345	1383852	chromosome_16	6473508	6472987	508	522
scaffold8_size5106655_pilon	1383853	1384838	chromosome_16	6472532	6471514	986	1019
scaffold8_size5106655_pilon	1384830	1388644	chromosome_16	6471069	6467262	3815	3808
scaffold8_size5106655_pilon	1388767	1390820	chromosome_16	6467172	6465211	2054	1962
scaffold8_size5106655_pilon	1390968	1392098	chromosome_16	6465208	6464091	1131	1118
scaffold8_size5106655_pilon	1392889	1406470	chromosome_16	6464076	6450419	13582	13658
scaffold8_size5106655_pilon	1407107	1407842	chromosome_16	6449818	6449080	736	739
scaffold8_size5106655_pilon	1407843	1413885	chromosome_16	6448476	6442334	6043	6143
scaffold8_size5106655_pilon	1414093	1416680	chromosome_16	6435775	6433207	2588	2569
scaffold8_size5106655_pilon	1416682	1422132	chromosome_16	6432701	6427169	5451	5533
scaffold8_size5106655_pilon	1422271	1424252	chromosome_16	6427026	6424991	1982	2036
scaffold8_size5106655_pilon	1424547	1424916	chromosome_16	6424788	6424438	370	351
scaffold8_size5106655_pilon	1425204	1430026	chromosome_16	6424253	6419447	4823	4807
scaffold8_size5106655_pilon	1430128	1438622	chromosome_16	6419438	6410956	8495	8483
scaffold8_size5106655_pilon	1438618	1448542	chromosome_16	6410516	6400564	9925	9953
scaffold8_size5106655_pilon	1448749	1449132	chromosome_16	6400420	6399917	384	504
scaffold8_size5106655_pilon	1449811	1450160	chromosome_16	6399424	6399101	350	324
scaffold8_size5106655_pilon	1450164	1450413	chromosome_16	6399002	6398753	250	250
scaffold8_size5106655_pilon	1450526	1450717	chromosome_16	6398627	6398434	192	194
scaffold8_size5106655_pilon	1450937	1451189	chromosome_16	6398214	6397964	253	251
scaffold8_size5106655_pilon	1451457	1451570	chromosome_16	6397590	6397477	114	114
scaffold8_size5106655_pilon	1451753	1452124	chromosome_16	6397233	6396865	372	369
scaffold8_size5106655_pilon	1452378	1452650	chromosome_16	6396657	6396380	273	278
scaffold8_size5106655_pilon	1452969	1454326	chromosome_16	6395964	6394561	1358	1404
scaffold8_size5106655_pilon	1454530	1455097	chromosome_16	6394320	6393709	568	612
scaffold8_size5106655_pilon	1455236	1457646	chromosome_16	6393703	6391330	2411	2374
scaffold8_size5106655_pilon	1457881	1458031	chromosome_16	6390956	6390811	151	146
scaffold8_size5106655_pilon	1458209	1458796	chromosome_16	6390527	6389944	588	584
scaffold8_size5106655_pilon	1458884	1460223	chromosome_16	6389765	6388423	1340	1343
scaffold8_size5106655_pilon	1460272	1464344	chromosome_16	6387479	6383435	4073	4045
scaffold8_size5106655_pilon	1467110	1468072	chromosome_16	6380530	6379589	963	942
scaffold8_size5106655_pilon	1468167	1469997	chromosome_16	6379364	6377498	1831	1867
scaffold8_size5106655_pilon	1470149	1475943	chromosome_16	6377354	6371588	5795	5767
scaffold8_size5106655_pilon	1475900	1489078	chromosome_16	6371579	6358504	13179	13076
scaffold8_size5106655_pilon	1489100	1492140	chromosome_16	6358359	6355365	3041	2995
scaffold8_size5106655_pilon	1492148	1499843	chromosome_16	6354590	6346873	7696	7718
scaffold8_size5106655_pilon	1503120	1503944	chromosome_16	7773341	7774152	825	812
scaffold8_size5106655_pilon	1505382	1529998	chromosome_16	6341498	6316876	24617	24623
scaffold8_size5106655_pilon	1538995	1604525	chromosome_16	6307806	6242263	65531	65544
scaffold8_size5106655_pilon	1604437	1653567	chromosome_16	6242123	6192993	49131	49131
scaffold8_size5106655_pilon	1663132	1708528	chromosome_16	6183304	6137887	45397	45418
scaffold8_size5106655_pilon	1708609	1736556	chromosome_16	6137907	6109958	27948	27950
scaffold8_size5106655_pilon	1736688	1816538	chromosome_16	6109857	6029954	79851	79904
scaffold8_size5106655_pilon	1816534	1946666	chromosome_16	6024629	5894449	130133	130181
scaffold8_size5106655_pilon	1946660	2014074	chromosome_16	5894348	5826927	67415	67422
scaffold8_size5106655_pilon	2014125	2135358	chromosome_16	5826951	5705709	121234	121243
scaffold8_size5106655_pilon	2135386	2139154	chromosome_16	5705608	5701840	3769	3769
scaffold8_size5106655_pilon	2158468	2309235	chromosome_16	5683529	5532726	150768	150804
scaffold8_size5106655_pilon	2346126	2354520	chromosome_16	5500558	5492139	8395	8420
scaffold8_size5106655_pilon	2354604	2391814	chromosome_16	5491988	5454734	37211	37255
scaffold8_size5106655_pilon	2417097	2459091	chromosome_16	5454369	5412369	41995	42001
scaffold8_size5106655_pilon	2459428	2889275	chromosome_16	5412376	4982543	429848	429834
scaffold8_size5106655_pilon	2889527	2960891	chromosome_16	4982540	4911136	71365	71405
scaffold8_size5106655_pilon	2981709	2985273	chromosome_16	4890353	4886788	3565	3566
scaffold8_size5106655_pilon	2985283	3024609	chromosome_16	4886687	4847362	39327	39326
scaffold8_size5106655_pilon	3033692	3033810	chromosome_16	4838152	4838270	119	119
scaffold8_size5106655_pilon	3036977	3051473	chromosome_16	4835340	4820824	14497	14517
scaffold8_size5106655_pilon	3051476	3051559	chromosome_16	4820712	4820629	84	84
scaffold8_size5106655_pilon	3051689	3062716	chromosome_16	4820627	4809600	11028	11028
scaffold8_size5106655_pilon	3063079	3082601	chromosome_16	4809499	4789973	19523	19527
scaffold8_size5106655_pilon	3083943	3086862	chromosome_16	4788609	4785691	2920	2919
scaffold8_size5106655_pilon	3086915	3189948	chromosome_16	4785589	4682542	103034	103048
scaffold8_size5106655_pilon	3191052	3282637	chromosome_16	4682441	4590841	91586	91601
scaffold8_size5106655_pilon	3283001	3301585	chromosome_16	4590868	4572284	18585	18585
scaffold8_size5106655_pilon	3302148	3306454	chromosome_16	4572183	4567877	4307	4307
scaffold8_size5106655_pilon	3310556	3352398	chromosome_16	4563774	4521939	41843	41836
scaffold8_size5106655_pilon	3352473	3355272	chromosome_16	4521952	4519153	2800	2800
scaffold8_size5106655_pilon	3355427	3363602	chromosome_16	4519052	4510880	8176	8173
scaffold8_size5106655_pilon	3363790	3374052	chromosome_16	4507835	4497572	10263	10264
scaffold8_size5106655_pilon	3380552	3414020	chromosome_16	4497471	4463980	33469	33492
scaffold8_size5106655_pilon	3414182	3461131	chromosome_16	4464022	4417047	46950	46976
scaffold8_size5106655_pilon	3461143	3514418	chromosome_16	4416944	4363633	53276	53312
scaffold8_size5106655_pilon	3514505	3516273	chromosome_16	4363532	4361758	1769	1775
scaffold8_size5106655_pilon	3521058	3523349	chromosome_16	4356815	4354524	2292	2292
scaffold8_size5106655_pilon	3523397	3524562	chromosome_16	4343417	4342252	1166	1166
scaffold8_size5106655_pilon	3524625	3531044	chromosome_16	4353303	4346884	6420	6420
scaffold8_size5106655_pilon	3531716	3536780	chromosome_16	4335035	4329973	5065	5063
scaffold8_size5106655_pilon	3537660	3757547	chromosome_16	4329023	4109156	219888	219868
scaffold8_size5106655_pilon	3759090	3853838	chromosome_16	4109053	4014297	94749	94757
scaffold8_size5106655_pilon	3853903	3878413	chromosome_16	4014193	3989712	24511	24482
scaffold8_size5106655_pilon	3878494	3912809	chromosome_16	3989611	3955278	34316	34334
scaffold8_size5106655_pilon	3913695	3955522	chromosome_16	3955282	3913482	41828	41801
scaffold8_size5106655_pilon	3956680	4028366	chromosome_16	3913483	3841771	71687	71713
scaffold8_size5106655_pilon	4028468	4034926	chromosome_16	3841547	3835089	6459	6459
scaffold8_size5106655_pilon	4045374	4163723	chromosome_16	3832219	3713827	118350	118393
scaffold8_size5106655_pilon	4163798	4208672	chromosome_16	3712927	3668052	44875	44876
scaffold8_size5106655_pilon	4210143	4211661	chromosome_16	3667942	3666424	1519	1519
scaffold8_size5106655_pilon	4211818	4232559	chromosome_16	3665601	3644858	20742	20744
scaffold8_size5106655_pilon	4233399	4322670	chromosome_16	3642961	3553674	89272	89288
scaffold8_size5106655_pilon	4322707	4447230	chromosome_16	3553573	3429033	124524	124541
scaffold8_size5106655_pilon	4447757	4465056	chromosome_16	3428932	3411631	17300	17302
scaffold8_size5106655_pilon	4465055	4465357	chromosome_16	3259090	3259382	303	293
scaffold8_size5106655_pilon	4544155	4550391	chromosome_16	3369700	3363483	6237	6218
scaffold8_size5106655_pilon	4576888	4618639	chromosome_16	3324223	3282427	41752	41797
scaffold8_size5106655_pilon	4647418	4649634	chromosome_16	3265104	3262885	2217	2220
scaffold8_size5106655_pilon	4670612	4687996	chromosome_16	3257073	3239646	17385	17428
scaffold8_size5106655_pilon	4688057	4804731	chromosome_16	3237931	3121223	116675	116709
scaffold8_size5106655_pilon	4805701	4864281	chromosome_16	3121600	3063020	58581	58581
scaffold8_size5106655_pilon	4923359	5065714	chromosome_16	3002072	2859709	142356	142364
scaffold14_size2782697_pilon	2775344	2777645	chromosome_16	16143	13845	2302	2299
scaffold28_size567115_pilon	337701	337779	chromosome_16	501083	501161	79	79
scaffold28_size567115_pilon	562843	562946	chromosome_16	286339	286442	104	104
scaffold44_size56643_pilon	2084	2594	chromosome_16	288754	289264	511	511
scaffold15_size3084122_pilon	704587	704825	chromosome_16	1531747	1531985	239	239
scaffold16_size2319712_pilon	1553556	1553675	chromosome_16	140499	140380	120	120
scaffold16_size2319712_pilon	2217144	2230091	chromosome_16	13834	803	12948	13032
scaffold21_size1110260_pilon	1069790	1072204	chromosome_16	7590317	7592731	2415	2415
scaffold22_size972611_pilon	437817	442689	chromosome_16	6029495	6024623	4873	4873
scaffold11_size3602915_pilon	22814	23823	chromosome_16	6843476	6844485	1010	1010
scaffold11_size3602915_pilon	1528268	1528978	chromosome_16	5518128	5518840	711	713
scaffold11_size3602915_pilon	3595113	3595618	chromosome_16	7781388	7780883	506	506
scaffold11_size3602915_pilon	3597228	3598089	chromosome_16	7782266	7781392	862	875
scaffold27_size431724_pilon	1980	19309	chromosome_16	7769842	7752490	17330	17353
scaffold27_size431724_pilon	20159	30057	chromosome_16	7752307	7742348	9899	9960
scaffold27_size431724_pilon	30847	33882	chromosome_16	7742358	7739326	3036	3033
scaffold27_size431724_pilon	36511	37820	chromosome_16	7739333	7738025	1310	1309
scaffold27_size431724_pilon	37813	42281	chromosome_16	7737786	7733228	4469	4559
scaffold27_size431724_pilon	43491	46577	chromosome_16	7733229	7730143	3087	3087
scaffold27_size431724_pilon	46577	69376	chromosome_16	7730030	7707096	22800	22935
scaffold27_size431724_pilon	69372	86787	chromosome_16	7701438	7683991	17416	17448
scaffold27_size431724_pilon	88456	103664	chromosome_16	7683784	7668579	15209	15206
scaffold27_size431724_pilon	104679	108225	chromosome_16	7668574	7665103	3547	3472
scaffold27_size431724_pilon	108319	110485	chromosome_16	7664741	7662586	2167	2156
scaffold27_size431724_pilon	111123	111714	chromosome_16	7662558	7661956	592	603
scaffold27_size431724_pilon	111954	112223	chromosome_16	7661896	7661626	270	271
scaffold27_size431724_pilon	112593	115435	chromosome_16	7661487	7658593	2843	2895
scaffold27_size431724_pilon	115734	119761	chromosome_16	7658457	7654511	4028	3947
scaffold27_size431724_pilon	120753	127839	chromosome_16	7653526	7646485	7087	7042
scaffold27_size431724_pilon	128033	130393	chromosome_16	7646241	7643925	2361	2317
scaffold27_size431724_pilon	130406	130728	chromosome_16	7643658	7643338	323	321
scaffold27_size431724_pilon	130954	131186	chromosome_16	7643174	7642941	233	234
scaffold27_size431724_pilon	131375	131763	chromosome_16	7642692	7642299	389	394
scaffold27_size431724_pilon	131876	134236	chromosome_16	7642284	7639932	2361	2353
scaffold27_size431724_pilon	134408	137917	chromosome_16	7639813	7636356	3510	3458
scaffold27_size431724_pilon	138306	139072	chromosome_16	7635596	7634854	767	743
scaffold27_size431724_pilon	139314	142882	chromosome_16	7634826	7631294	3569	3533
scaffold27_size431724_pilon	143014	143319	chromosome_16	7631291	7630982	306	310
scaffold27_size431724_pilon	143323	143495	chromosome_16	7630749	7630577	173	173
scaffold27_size431724_pilon	143519	143732	chromosome_16	7630474	7630242	214	233
scaffold27_size431724_pilon	143905	145504	chromosome_16	7630001	7628399	1600	1603
scaffold27_size431724_pilon	146421	152059	chromosome_16	7627527	7621846	5639	5682
scaffold27_size431724_pilon	153069	158608	chromosome_16	7621713	7616244	5540	5470
scaffold27_size431724_pilon	159711	161419	chromosome_16	7615621	7613932	1709	1690
scaffold27_size431724_pilon	162170	162696	chromosome_16	7612898	7612343	527	556
scaffold27_size431724_pilon	162853	163789	chromosome_16	7612300	7611354	937	947
scaffold27_size431724_pilon	164676	165643	chromosome_16	7590319	7589322	968	998
scaffold27_size431724_pilon	165717	165918	chromosome_16	7589123	7588922	202	202
scaffold27_size431724_pilon	166170	170543	chromosome_16	7588757	7584282	4374	4476
scaffold27_size431724_pilon	198698	207262	chromosome_16	7583758	7575167	8565	8592
scaffold27_size431724_pilon	208169	227054	chromosome_16	7574224	7555378	18886	18847
scaffold27_size431724_pilon	229745	242889	chromosome_16	7553381	7540232	13145	13150
scaffold27_size431724_pilon	242920	253193	chromosome_16	7540056	7529728	10274	10329
scaffold27_size431724_pilon	253198	264242	chromosome_16	7529305	7518317	11045	10989
scaffold27_size431724_pilon	264246	264993	chromosome_16	7518203	7517523	748	681
scaffold27_size431724_pilon	265320	266046	chromosome_16	7517363	7516636	727	728
scaffold27_size431724_pilon	266179	269339	chromosome_16	7516626	7513337	3161	3290
scaffold27_size431724_pilon	269474	271262	chromosome_16	7513329	7511543	1789	1787
scaffold27_size431724_pilon	271769	290982	chromosome_16	7510413	7491381	19214	19033
scaffold27_size431724_pilon	290975	300478	chromosome_16	7490289	7480851	9504	9439
scaffold27_size431724_pilon	302570	369006	chromosome_16	7479374	7412984	66437	66391
scaffold27_size431724_pilon	368998	385937	chromosome_16	7412009	7395065	16940	16945
scaffold27_size431724_pilon	385939	389485	chromosome_16	7394504	7391047	3547	3458
scaffold27_size431724_pilon	389514	400962	chromosome_16	7390869	7379750	11449	11120
scaffold27_size431724_pilon	400952	405853	chromosome_16	7379725	7374783	4902	4943
scaffold9_size10157462_pilon	3581467	3583269	chromosome_17	1092790	1094584	1803	1795
scaffold1_size20154211_pilon	32920	33045	chromosome_17	2183549	2183674	126	126
scaffold1_size20154211_pilon	243355	244031	chromosome_17	566710	567373	677	664
scaffold1_size20154211_pilon	1370219	1371300	chromosome_17	2205546	2206541	1082	996
scaffold1_size20154211_pilon	1435842	1437810	chromosome_17	3570712	3568745	1969	1968
scaffold1_size20154211_pilon	7216919	7219721	chromosome_17	6516145	6513344	2803	2802
scaffold1_size20154211_pilon	7290614	7294167	chromosome_17	804461	808006	3554	3546
scaffold1_size20154211_pilon	7319617	7320198	chromosome_17	6426583	6426001	582	583
scaffold1_size20154211_pilon	7330200	7330378	chromosome_17	6376702	6376880	179	179
scaffold1_size20154211_pilon	7352674	7494923	chromosome_17	6359251	6216965	142250	142287
scaffold1_size20154211_pilon	7500581	7723023	chromosome_17	6216969	5994485	222443	222485
scaffold1_size20154211_pilon	7735701	7736375	chromosome_17	5981669	5980995	675	675
scaffold1_size20154211_pilon	7785631	7849082	chromosome_17	5924253	5860791	63452	63463
scaffold1_size20154211_pilon	7853374	7856851	chromosome_17	5857066	5853595	3478	3472
scaffold1_size20154211_pilon	7876798	7920407	chromosome_17	5833517	5789896	43610	43622
scaffold1_size20154211_pilon	7920902	7922399	chromosome_17	5789448	5787955	1498	1494
scaffold1_size20154211_pilon	7922721	8021043	chromosome_17	5784185	5685851	98323	98335
scaffold1_size20154211_pilon	8026200	8149137	chromosome_17	5682595	5559594	122938	123002
scaffold1_size20154211_pilon	8158850	8319719	chromosome_17	5528354	5367456	160870	160899
scaffold1_size20154211_pilon	8320170	8391200	chromosome_17	5366572	5295519	71031	71054
scaffold1_size20154211_pilon	8391798	8413283	chromosome_17	5295418	5273916	21486	21503
scaffold1_size20154211_pilon	8413252	8437784	chromosome_17	5273813	5249192	24533	24622
scaffold1_size20154211_pilon	8438016	8477805	chromosome_17	5249091	5209342	39790	39750
scaffold1_size20154211_pilon	8478115	8527375	chromosome_17	5209241	5159979	49261	49263
scaffold1_size20154211_pilon	8528079	8571369	chromosome_17	5159878	5116571	43291	43308
scaffold1_size20154211_pilon	8575598	8576669	chromosome_17	5113369	5112298	1072	1072
scaffold1_size20154211_pilon	8576726	8582531	chromosome_17	5111340	5105556	5806	5785
